,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2168,3/3/2013,Sampdoria,Parma,1,0,H,0,0,D,11,9,3,2,15,20,8,3,3,5,0,0
2169,3/3/2013,Siena,Atalanta,0,2,A,0,1,A,12,11,1,3,15,18,5,6,0,3,0,0
2170,3/3/2013,Torino,Palermo,0,0,D,0,0,D,9,12,1,2,14,17,8,2,3,2,0,0
2171,8/3/2013,Genoa,Milan,0,2,A,0,1,A,19,8,7,5,15,14,7,2,3,2,0,1
2172,9/3/2013,Udinese,Roma,1,1,D,0,1,A,5,9,3,4,16,14,2,5,2,3,1,0
2173,10/3/2013,Atalanta,Pescara,2,1,H,1,1,D,9,5,3,1,10,20,3,3,4,2,0,0
2174,10/3/2013,Cagliari,Sampdoria,3,1,H,1,0,H,11,12,6,3,22,14,3,6,1,1,1,0
2175,10/3/2013,Chievo,Napoli,2,0,H,2,0,H,10,15,5,4,20,14,3,14,2,1,0,0
2176,10/3/2013,Inter,Bologna,0,1,A,0,0,D,15,11,4,3,14,10,11,4,2,2,0,0
2177,10/3/2013,Juventus,Catania,1,0,H,0,0,D,16,6,5,1,16,23,6,1,1,3,0,0
2178,10/3/2013,Lazio,Fiorentina,0,2,A,0,1,A,16,8,6,3,20,10,6,2,4,1,0,0
2179,10/3/2013,Palermo,Siena,1,2,A,1,0,H,16,10,3,3,14,15,10,7,4,3,0,0
2180,10/3/2013,Parma,Torino,4,1,H,0,0,D,21,12,10,3,16,5,8,0,2,0,0,0
2181,16/03/13,Bologna,Juventus,0,2,A,0,0,D,12,16,3,5,18,17,4,3,3,3,0,0
2182,16/03/13,Catania,Udinese,3,1,H,0,0,D,12,15,5,3,16,15,1,4,2,1,1,0
2183,17/03/13,Fiorentina,Genoa,3,2,H,1,0,H,21,9,6,3,15,17,12,3,2,3,0,1
2184,17/03/13,Milan,Palermo,2,0,H,1,0,H,12,9,4,3,16,15,6,5,1,1,0,0
2185,17/03/13,Napoli,Atalanta,3,2,H,1,1,D,28,6,9,2,15,17,14,1,2,3,0,0
2186,17/03/13,Pescara,Chievo,0,2,A,0,0,D,14,14,2,3,12,21,2,3,4,1,0,0
2187,17/03/13,Roma,Parma,2,0,H,1,0,H,13,12,5,3,6,21,7,13,0,3,0,0
2188,17/03/13,Siena,Cagliari,0,0,D,0,0,D,7,8,2,1,16,10,2,2,1,1,0,0
2189,17/03/13,Torino,Lazio,1,0,H,0,0,D,11,5,4,2,21,18,2,2,2,0,0,1
2190,30/03/13,Atalanta,Sampdoria,0,0,D,0,0,D,9,13,2,1,22,12,4,4,1,3,1,0
2191,30/03/13,Cagliari,Fiorentina,2,1,H,2,0,H,9,23,5,3,19,13,5,11,3,2,0,0
2192,30/03/13,Chievo,Milan,0,1,A,0,1,A,7,14,2,9,17,11,4,4,4,1,1,0
2193,30/03/13,Genoa,Siena,2,2,D,1,1,D,16,5,8,3,17,16,5,2,6,2,0,0
2194,30/03/13,Inter,Juventus,1,2,A,0,1,A,12,10,6,5,19,11,11,3,3,3,1,0
2195,30/03/13,Lazio,Catania,2,1,H,0,0,D,17,4,5,1,13,21,16,5,2,3,0,0
2196,30/03/13,Palermo,Roma,2,0,H,2,0,H,18,19,4,8,16,11,6,6,3,2,0,0
2197,30/03/13,Parma,Pescara,3,0,H,1,0,H,20,6,8,1,18,11,9,1,1,1,0,0
2198,30/03/13,Torino,Napoli,3,5,A,1,1,D,12,15,4,8,16,15,10,8,4,1,0,0
2199,30/03/13,Udinese,Bologna,0,0,D,0,0,D,16,9,5,1,19,20,6,2,1,6,0,0
2200,3/4/2013,Sampdoria,Inter,0,2,A,0,1,A,18,9,9,3,9,20,9,5,2,2,0,0
2201,6/4/2013,Bologna,Torino,2,2,D,0,1,A,17,19,5,7,16,12,10,7,2,2,0,0
2202,6/4/2013,Juventus,Pescara,2,1,H,0,0,D,31,4,13,2,9,17,6,2,2,2,0,1
2203,7/4/2013,Catania,Cagliari,0,0,D,0,0,D,18,12,3,0,17,19,6,4,1,5,0,0
2204,7/4/2013,Fiorentina,Milan,2,2,D,0,1,A,9,14,4,7,23,14,2,3,3,4,1,0
2205,7/4/2013,Inter,Atalanta,3,4,A,1,0,H,18,14,6,5,12,13,10,3,2,2,0,1
2206,7/4/2013,Napoli,Genoa,2,0,H,2,0,H,19,14,9,7,13,9,7,5,1,3,0,0
2207,7/4/2013,Sampdoria,Palermo,1,3,A,1,1,D,9,15,3,5,16,16,3,4,2,1,0,0
2208,7/4/2013,Siena,Parma,0,0,D,0,0,D,9,12,0,5,14,16,5,5,2,3,0,0
2209,7/4/2013,Udinese,Chievo,3,1,H,2,1,H,14,8,8,4,14,22,5,4,3,6,0,0
2210,8/4/2013,Roma,Lazio,1,1,D,0,1,A,14,20,6,5,17,17,5,6,4,3,0,1
2211,13/04/13,Atalanta,Fiorentina,0,2,A,0,0,D,7,13,4,6,20,15,5,1,3,3,1,0
2212,13/04/13,Pescara,Siena,2,3,A,0,2,A,20,25,9,10,12,12,8,8,2,2,0,0
2213,14/04/13,Cagliari,Inter,2,0,H,0,0,D,11,19,4,4,10,16,2,10,3,3,0,0
2214,14/04/13,Chievo,Catania,0,0,D,0,0,D,8,7,2,2,13,20,8,2,1,2,0,0
2215,14/04/13,Genoa,Sampdoria,1,1,D,0,1,A,9,3,1,1,21,17,7,2,5,3,0,1
2216,14/04/13,Milan,Napoli,1,1,D,1,1,D,14,11,5,3,19,11,4,6,2,5,1,0
2217,14/04/13,Palermo,Bologna,1,1,D,1,1,D,16,9,6,3,17,15,8,5,4,4,0,0
2218,14/04/13,Parma,Udinese,0,3,A,0,2,A,15,14,3,5,21,15,9,1,1,1,0,0
2219,14/04/13,Torino,Roma,1,2,A,1,1,D,17,11,4,4,9,15,8,5,3,2,0,1
2220,15/04/13,Lazio,Juventus,0,2,A,0,2,A,20,17,2,5,18,11,9,3,2,2,0,0
2221,20/04/13,Genoa,Atalanta,1,1,D,1,1,D,17,3,4,2,17,29,6,2,4,5,0,0
2222,20/04/13,Udinese,Lazio,1,0,H,1,0,H,12,7,3,3,15,13,6,2,2,3,0,0
2223,21/04/13,Bologna,Sampdoria,1,1,D,1,0,H,14,13,6,6,24,20,6,5,2,5,0,0
2224,21/04/13,Catania,Palermo,1,1,D,0,0,D,22,10,7,4,18,18,7,5,2,3,1,0
2225,21/04/13,Fiorentina,Torino,4,3,H,3,1,H,14,9,6,4,11,15,3,7,1,2,0,1
2226,21/04/13,Inter,Parma,1,0,H,0,0,D,9,13,2,5,8,13,4,8,1,2,0,0
2227,21/04/13,Juventus,Milan,1,0,H,0,0,D,13,11,5,6,10,19,7,1,0,3,0,0
2228,21/04/13,Napoli,Cagliari,3,2,H,0,1,A,21,12,7,3,14,20,10,2,3,5,0,0
2229,21/04/13,Roma,Pescara,1,1,D,0,1,A,22,15,6,5,15,15,17,1,2,3,0,0
2230,21/04/13,Siena,Chievo,0,1,A,0,1,A,15,8,4,5,15,19,15,4,5,6,0,0
2231,27/04/13,Atalanta,Bologna,1,1,D,0,0,D,13,9,6,3,14,19,9,4,1,2,0,0
2232,27/04/13,Cagliari,Udinese,0,1,A,0,0,D,10,8,0,2,25,14,4,2,5,3,1,0
2233,27/04/13,Pescara,Napoli,0,3,A,0,0,D,11,20,2,10,13,7,4,6,2,1,0,0
2234,28/04/13,Chievo,Genoa,0,1,A,0,0,D,9,10,1,3,15,18,6,8,4,1,0,0
2235,28/04/13,Milan,Catania,4,2,H,1,1,D,38,7,13,3,9,23,13,2,3,5,0,0
2236,28/04/13,Palermo,Inter,1,0,H,1,0,H,14,17,8,4,6,11,3,7,4,3,0,0
2237,28/04/13,Parma,Lazio,0,0,D,0,0,D,13,10,3,2,15,15,5,8,5,1,0,1
2238,28/04/13,Roma,Siena,4,0,H,3,0,H,14,17,6,3,8,9,3,5,1,1,0,0
2239,28/04/13,Sampdoria,Fiorentina,0,3,A,0,2,A,13,15,2,6,13,13,3,8,2,3,1,0
2240,28/04/13,Torino,Juventus,0,2,A,0,0,D,3,14,2,4,25,10,2,4,2,1,1,0
2241,4/5/2013,Chievo,Cagliari,0,0,D,0,0,D,11,8,1,1,23,20,7,2,2,2,0,0
2242,4/5/2013,Fiorentina,Roma,0,1,A,0,0,D,27,11,3,3,18,23,12,2,2,3,0,0
2243,5/5/2013,Catania,Siena,3,0,H,1,0,H,13,10,5,3,11,15,2,5,1,1,0,1
2244,5/5/2013,Genoa,Pescara,4,1,H,2,1,H,20,10,7,1,11,13,8,4,0,1,0,0
2245,5/5/2013,Juventus,Palermo,1,0,H,0,0,D,18,7,6,1,12,9,7,4,2,0,1,0
2246,5/5/2013,Lazio,Bologna,6,0,H,4,0,H,20,12,8,2,13,17,1,9,1,3,0,0
2247,5/5/2013,Milan,Torino,1,0,H,0,0,D,21,8,7,3,10,15,14,3,4,0,0,0
2248,5/5/2013,Napoli,Inter,3,1,H,2,1,H,16,11,9,5,12,17,5,6,1,3,0,0
2249,5/5/2013,Parma,Atalanta,2,0,H,1,0,H,17,11,7,4,20,7,8,6,4,1,0,0
2250,5/5/2013,Udinese,Sampdoria,3,1,H,1,1,D,13,12,5,5,14,19,0,5,5,2,0,0
2251,7/5/2013,Roma,Chievo,0,1,A,0,0,D,19,10,4,3,11,15,18,2,1,3,0,0
2252,8/5/2013,Atalanta,Juventus,0,1,A,0,1,A,20,14,3,3,11,10,3,5,4,1,0,0
2253,8/5/2013,Bologna,Napoli,0,3,A,0,0,D,19,10,3,4,23,14,3,0,4,2,0,0
2254,8/5/2013,Cagliari,Parma,0,1,A,0,0,D,14,16,6,5,15,15,9,5,0,1,0,0
2255,8/5/2013,Inter,Lazio,1,3,A,1,2,A,25,10,8,4,10,16,11,6,3,1,0,0
2256,8/5/2013,Palermo,Udinese,2,3,A,1,1,D,15,15,4,8,25,13,4,8,5,1,0,0
2257,8/5/2013,Pescara,Milan,0,4,A,0,2,A,3,13,0,5,20,14,3,7,1,0,0,0
2258,8/5/2013,Sampdoria,Catania,1,1,D,1,0,H,20,3,6,1,13,17,5,1,1,4,0,0
2259,8/5/2013,Siena,Fiorentina,0,1,A,0,1,A,8,14,1,4,16,11,4,7,6,2,0,0
2260,8/5/2013,Torino,Genoa,0,0,D,0,0,D,7,3,2,1,9,12,5,1,0,2,0,0
2261,11/5/2013,Catania,Pescara,1,0,H,0,0,D,21,10,5,2,9,26,5,3,1,4,0,0
2262,11/5/2013,Juventus,Cagliari,1,1,D,0,1,A,20,8,5,1,9,10,11,3,1,1,0,0
2263,12/5/2013,Chievo,Torino,1,1,D,1,1,D,8,14,3,6,11,12,7,7,3,1,0,0
2264,12/5/2013,Fiorentina,Palermo,1,0,H,1,0,H,15,16,6,2,9,19,7,9,1,4,0,0
2265,12/5/2013,Genoa,Inter,0,0,D,0,0,D,13,9,4,2,9,8,7,2,1,1,0,0
2266,12/5/2013,Lazio,Sampdoria,2,0,H,1,0,H,12,10,7,3,15,13,6,3,1,3,0,1
2267,12/5/2013,Milan,Roma,0,0,D,0,0,D,14,17,4,8,16,14,4,8,3,3,1,1
2268,12/5/2013,Napoli,Siena,2,1,H,0,1,A,18,12,10,3,7,18,6,7,1,0,0,0
2269,12/5/2013,Parma,Bologna,0,2,A,0,1,A,15,10,7,2,23,14,13,2,2,3,0,0
2270,12/5/2013,Udinese,Atalanta,2,1,H,1,1,D,19,14,6,5,7,18,2,1,0,1,0,0
2271,18/05/13,Sampdoria,Juventus,3,2,H,1,1,D,10,26,4,12,9,8,5,8,1,0,0,0
2272,19/05/13,Atalanta,Chievo,2,2,D,1,0,H,12,18,6,4,22,18,3,5,6,1,0,0
2273,19/05/13,Bologna,Genoa,0,0,D,0,0,D,34,7,6,2,17,15,11,4,1,2,0,0
2274,19/05/13,Cagliari,Lazio,1,0,H,0,0,D,13,11,5,3,14,14,3,6,1,1,0,0
2275,19/05/13,Inter,Udinese,2,5,A,1,3,A,18,12,6,6,9,17,5,4,2,1,0,0
2276,19/05/13,Palermo,Parma,1,3,A,0,3,A,22,12,10,8,12,16,5,5,1,2,0,0
2277,19/05/13,Pescara,Fiorentina,1,5,A,0,3,A,23,12,5,8,14,10,2,1,0,0,0,0
2278,19/05/13,Roma,Napoli,2,1,H,0,0,D,13,11,8,3,21,11,4,6,1,3,0,0
2279,19/05/13,Siena,Milan,1,2,A,1,0,H,8,21,2,9,26,12,7,9,3,0,1,1
2280,19/05/13,Torino,Catania,2,2,D,0,1,A,16,13,5,4,14,16,5,0,0,2,0,0
2281,24/08/13,Sampdoria,Juventus,0,1,A,0,0,D,4,11,1,4,21,21,4,10,2,3,1,0
2282,24/08/13,Verona,Milan,2,1,H,1,1,D,14,15,8,5,11,14,6,5,2,3,0,0
2283,25/08/13,Cagliari,Atalanta,2,1,H,1,1,D,23,11,7,2,19,17,10,3,2,4,0,0
2284,25/08/13,Inter,Genoa,2,0,H,0,0,D,20,4,5,0,15,9,12,2,2,3,0,0
2285,25/08/13,Lazio,Udinese,2,1,H,2,0,H,20,7,6,3,15,13,4,4,4,3,0,0
2286,25/08/13,Livorno,Roma,0,2,A,0,0,D,5,17,3,6,12,18,2,8,1,2,0,0
2287,25/08/13,Napoli,Bologna,3,0,H,2,0,H,16,8,6,2,10,14,0,5,1,3,0,0
2288,25/08/13,Parma,Chievo,0,0,D,0,0,D,14,16,4,3,17,17,7,3,2,3,0,0
2289,25/08/13,Torino,Sassuolo,2,0,H,1,0,H,14,14,5,4,15,13,4,5,3,2,0,0
2290,26/08/13,Fiorentina,Catania,2,1,H,2,1,H,16,13,6,4,16,20,3,3,2,4,0,0
2291,31/08/13,Chievo,Napoli,2,4,A,2,2,D,13,18,6,8,10,10,3,4,1,1,0,0
2292,31/08/13,Juventus,Lazio,4,1,H,2,1,H,12,17,5,11,12,15,4,5,1,0,0,1
2293,1/9/2013,Atalanta,Torino,2,0,H,0,0,D,10,14,3,2,15,16,6,4,3,2,0,0
2294,1/9/2013,Bologna,Sampdoria,2,2,D,1,1,D,10,13,6,5,20,13,4,4,3,3,0,0
2295,1/9/2013,Catania,Inter,0,3,A,0,1,A,13,17,3,7,16,10,4,3,3,1,0,0
2296,1/9/2013,Genoa,Fiorentina,2,5,A,0,3,A,14,16,7,8,13,7,11,2,1,2,1,0
2297,1/9/2013,Milan,Cagliari,3,1,H,2,1,H,17,10,8,2,25,13,3,5,1,1,0,0
2298,1/9/2013,Roma,Verona,3,0,H,0,0,D,25,13,11,1,9,12,9,3,2,2,0,0
2299,1/9/2013,Sassuolo,Livorno,1,4,A,0,1,A,11,10,4,5,17,18,10,3,1,1,0,0
2300,1/9/2013,Udinese,Parma,3,1,H,1,0,H,15,12,6,1,12,14,5,6,0,4,0,0
2301,14/09/13,Inter,Juventus,1,1,D,0,0,D,8,12,4,5,16,14,6,1,2,2,0,0
2302,14/09/13,Napoli,Atalanta,2,0,H,0,0,D,29,11,11,5,7,11,8,2,1,0,0,1
2303,14/09/13,Torino,Milan,2,2,D,0,0,D,10,14,3,5,13,16,4,4,2,2,0,0
2304,15/09/13,Fiorentina,Cagliari,1,1,D,0,0,D,16,6,2,1,12,17,4,9,1,3,1,0
2305,15/09/13,Lazio,Chievo,3,0,H,3,0,H,14,14,6,5,14,10,3,11,2,6,0,0
2306,15/09/13,Livorno,Catania,2,0,H,0,0,D,16,15,4,2,21,20,2,8,4,3,0,0
2307,15/09/13,Sampdoria,Genoa,0,3,A,0,1,A,20,4,2,3,21,21,6,3,5,3,0,0
2308,15/09/13,Udinese,Bologna,1,1,D,0,0,D,12,8,3,3,14,17,4,4,1,4,0,0
2309,15/09/13,Verona,Sassuolo,2,0,H,1,0,H,10,18,3,2,18,11,5,10,3,1,0,0
2310,16/09/13,Parma,Roma,1,3,A,1,0,H,11,14,2,8,18,10,5,2,4,0,0,0
2311,21/09/13,Cagliari,Sampdoria,2,2,D,1,0,H,13,15,4,4,15,17,3,3,3,3,0,0
2312,21/09/13,Chievo,Udinese,2,1,H,2,1,H,13,14,5,3,17,18,9,4,5,3,0,0
2313,21/09/13,Genoa,Livorno,0,0,D,0,0,D,10,9,4,4,16,16,6,5,4,1,0,0
2314,22/09/13,Atalanta,Fiorentina,0,2,A,0,1,A,16,12,2,5,19,15,9,3,3,1,0,0
2315,22/09/13,Bologna,Torino,1,2,A,1,2,A,13,10,3,6,18,20,1,5,5,6,1,0
2316,22/09/13,Catania,Parma,0,0,D,0,0,D,12,12,2,3,20,27,8,2,0,3,0,0
2317,22/09/13,Juventus,Verona,2,1,H,2,1,H,35,4,15,1,17,11,5,2,4,1,0,0
2318,22/09/13,Milan,Napoli,1,2,A,0,1,A,22,9,8,3,11,9,8,3,3,1,1,0
2319,22/09/13,Roma,Lazio,2,0,H,0,0,D,18,8,5,0,14,16,8,3,4,3,0,1
2320,22/09/13,Sassuolo,Inter,0,7,A,0,3,A,7,23,4,11,8,13,2,7,3,1,0,0
2321,24/09/13,Udinese,Genoa,1,0,H,0,0,D,14,7,3,1,10,16,10,2,1,3,0,0
2322,25/09/13,Bologna,Milan,3,3,D,1,1,D,15,16,6,8,22,13,5,9,4,2,0,0
2323,25/09/13,Chievo,Juventus,1,2,A,1,0,H,5,18,3,8,14,16,2,4,3,0,0,0
2324,25/09/13,Lazio,Catania,3,1,H,2,1,H,29,10,13,1,13,12,8,3,2,2,0,1
2325,25/09/13,Livorno,Cagliari,1,1,D,1,0,H,10,20,3,5,8,15,6,5,2,4,0,0
2326,25/09/13,Napoli,Sassuolo,1,1,D,1,1,D,19,17,8,6,11,18,8,6,2,2,0,0
2327,25/09/13,Parma,Atalanta,4,3,H,4,2,H,14,12,6,4,18,23,3,4,3,4,1,0
2328,25/09/13,Sampdoria,Roma,0,2,A,0,0,D,13,10,3,4,15,16,5,1,2,3,1,0
2329,25/09/13,Torino,Verona,2,2,D,1,1,D,11,7,7,6,11,17,9,3,1,0,0,0
2330,26/09/13,Inter,Fiorentina,2,1,H,0,0,D,15,18,5,6,15,7,6,6,4,1,0,0
2331,28/09/13,Genoa,Napoli,0,2,A,0,2,A,10,11,2,3,17,10,5,7,2,2,0,0
2332,28/09/13,Milan,Sampdoria,1,0,H,0,0,D,16,14,5,1,10,11,7,2,0,3,0,0
2333,29/09/13,Atalanta,Udinese,2,0,H,1,0,H,12,11,5,3,17,16,8,4,1,4,0,0
2334,29/09/13,Cagliari,Inter,1,1,D,0,0,D,9,15,3,5,14,14,2,6,4,2,0,0
2335,29/09/13,Catania,Chievo,2,0,H,1,0,H,8,14,5,3,14,17,1,9,2,3,0,0
2336,29/09/13,Roma,Bologna,5,0,H,3,0,H,11,11,7,3,12,13,2,7,1,3,0,0
2337,29/09/13,Sassuolo,Lazio,2,2,D,0,0,D,20,12,6,4,12,11,12,4,3,1,0,0
2338,29/09/13,Torino,Juventus,0,1,A,0,0,D,6,17,0,6,12,16,2,8,3,3,0,0
2339,29/09/13,Verona,Livorno,2,1,H,1,1,D,16,19,5,8,15,8,5,5,3,2,0,0
2340,30/09/13,Fiorentina,Parma,2,2,D,0,1,A,11,7,3,5,10,20,6,5,3,2,0,0
2341,5/10/2013,Chievo,Atalanta,0,1,A,0,1,A,20,8,3,2,12,10,11,5,2,1,0,0
2342,5/10/2013,Inter,Roma,0,3,A,0,3,A,18,9,3,5,15,22,10,2,2,5,0,1
2343,6/10/2013,Bologna,Verona,1,4,A,0,2,A,24,13,8,5,12,9,6,5,2,2,0,0
2344,6/10/2013,Catania,Genoa,1,1,D,0,0,D,14,8,4,3,22,15,3,4,3,3,0,0
2345,6/10/2013,Juventus,Milan,3,2,H,1,1,D,20,8,6,5,12,13,9,5,1,3,0,1
2346,6/10/2013,Lazio,Fiorentina,0,0,D,0,0,D,20,3,4,0,15,17,6,1,4,4,0,0
2347,6/10/2013,Napoli,Livorno,4,0,H,2,0,H,10,10,6,2,19,17,4,4,0,2,0,0
2348,6/10/2013,Parma,Sassuolo,3,1,H,1,1,D,10,16,3,7,18,16,3,6,2,2,1,1
2349,6/10/2013,Sampdoria,Torino,2,2,D,1,0,H,14,10,6,3,21,22,4,11,3,6,0,0
2350,6/10/2013,Udinese,Cagliari,2,0,H,1,0,H,12,15,4,2,14,17,5,4,1,1,0,0
2351,18/10/13,Roma,Napoli,2,0,H,1,0,H,13,15,4,3,13,11,2,5,2,3,0,1
2352,19/10/13,Cagliari,Catania,2,1,H,1,1,D,29,7,10,4,12,18,11,5,3,1,0,1
2353,19/10/13,Milan,Udinese,1,0,H,1,0,H,12,7,3,2,13,12,3,10,3,3,0,0
2354,20/10/13,Atalanta,Lazio,2,1,H,1,0,H,14,16,5,4,7,17,8,2,0,2,0,0
2355,20/10/13,Fiorentina,Juventus,4,2,H,0,2,A,12,18,7,8,11,25,4,5,3,6,0,0
2356,20/10/13,Genoa,Chievo,2,1,H,1,0,H,9,15,5,7,15,20,4,2,1,4,0,0
2357,20/10/13,Livorno,Sampdoria,1,2,A,0,1,A,17,11,5,2,14,18,5,2,5,2,0,0
2358,20/10/13,Sassuolo,Bologna,2,1,H,2,1,H,8,20,5,6,18,11,1,13,4,2,0,0
2359,20/10/13,Torino,Inter,3,3,D,1,1,D,23,8,5,5,9,13,11,2,3,2,0,1
2360,20/10/13,Verona,Parma,3,2,H,1,2,A,14,14,7,6,16,21,6,3,0,7,0,0
2361,26/10/13,Inter,Verona,4,2,H,3,1,H,21,9,8,4,11,10,9,1,3,3,1,1
2362,26/10/13,Sampdoria,Atalanta,1,0,H,0,0,D,14,8,6,0,22,18,3,5,4,2,0,1
2363,27/10/13,Bologna,Livorno,1,0,H,1,0,H,9,13,4,2,20,13,5,6,2,2,0,0
2364,27/10/13,Catania,Sassuolo,0,0,D,0,0,D,14,12,4,1,19,12,5,2,1,2,0,0
2365,27/10/13,Chievo,Fiorentina,1,2,A,1,1,D,9,15,2,4,15,8,3,6,4,3,0,0
2366,27/10/13,Juventus,Genoa,2,0,H,2,0,H,24,6,9,0,15,9,6,2,1,1,0,0
2367,27/10/13,Lazio,Cagliari,2,0,H,0,0,D,12,12,3,4,17,14,4,5,1,1,0,0
2368,27/10/13,Napoli,Torino,2,0,H,2,0,H,21,9,7,3,13,9,7,4,1,0,0,1
2369,27/10/13,Parma,Milan,3,2,H,2,0,H,16,16,8,5,14,10,3,6,3,3,0,0
2370,27/10/13,Udinese,Roma,0,1,A,0,0,D,13,15,3,5,16,12,4,8,4,3,0,1
2371,29/10/13,Atalanta,Inter,1,1,D,1,1,D,12,13,8,4,11,14,8,7,3,1,0,0
2372,30/10/13,Cagliari,Bologna,0,3,A,0,1,A,11,17,2,5,17,21,7,3,2,3,1,0
2373,30/10/13,Fiorentina,Napoli,1,2,A,1,2,A,11,4,3,2,22,16,9,3,2,3,1,1
2374,30/10/13,Genoa,Parma,1,0,H,0,0,D,5,10,5,3,14,12,2,3,3,2,0,0
2375,30/10/13,Juventus,Catania,4,0,H,2,0,H,23,7,10,1,14,11,9,5,2,0,0,1
2376,30/10/13,Livorno,Torino,3,3,D,2,2,D,19,13,6,7,13,18,8,8,6,5,0,0
2377,30/10/13,Milan,Lazio,1,1,D,0,0,D,18,5,5,3,12,19,4,3,4,2,0,0
2378,30/10/13,Sassuolo,Udinese,1,2,A,1,1,D,15,9,7,4,16,22,6,4,3,2,1,0
2379,30/10/13,Verona,Sampdoria,2,0,H,0,0,D,12,15,5,5,12,13,7,3,0,1,0,0
2380,31/10/13,Roma,Chievo,1,0,H,0,0,D,18,2,3,1,12,19,10,1,3,5,0,0
2381,2/11/2013,Milan,Fiorentina,0,2,A,0,1,A,18,4,1,2,19,12,10,3,1,2,0,0
2382,2/11/2013,Napoli,Catania,2,1,H,2,1,H,21,13,8,2,14,13,12,0,0,0,0,0
2383,2/11/2013,Parma,Juventus,0,1,A,0,0,D,5,12,1,5,15,14,6,3,2,4,0,0
2384,3/11/2013,Lazio,Genoa,0,2,A,0,0,D,17,7,4,3,16,18,5,4,2,1,0,0
2385,3/11/2013,Livorno,Atalanta,1,0,H,1,0,H,18,5,6,1,15,17,3,4,4,3,0,1
2386,3/11/2013,Sampdoria,Sassuolo,3,4,A,1,0,H,13,19,5,10,17,14,4,3,2,2,1,0
2387,3/11/2013,Torino,Roma,1,1,D,0,1,A,14,12,5,3,12,11,5,5,2,3,0,0
2388,3/11/2013,Udinese,Inter,0,3,A,0,2,A,9,13,3,5,12,13,6,4,0,3,0,0
2389,3/11/2013,Verona,Cagliari,2,1,H,1,0,H,6,18,4,3,8,21,4,6,0,3,0,0
2390,4/11/2013,Bologna,Chievo,0,0,D,0,0,D,12,3,3,1,14,24,2,2,2,1,0,0
2391,9/11/2013,Catania,Udinese,1,0,H,1,0,H,11,17,4,1,24,15,5,6,2,3,0,0
2392,9/11/2013,Inter,Livorno,2,0,H,1,0,H,12,9,4,1,15,10,6,0,3,3,0,0
2393,10/11/2013,Atalanta,Bologna,2,1,H,0,0,D,13,11,3,4,17,17,8,1,3,2,0,0
2394,10/11/2013,Cagliari,Torino,2,1,H,1,0,H,10,9,5,4,19,11,4,4,4,4,0,0
2395,10/11/2013,Chievo,Milan,0,0,D,0,0,D,6,23,2,3,15,9,2,8,2,0,1,1
2396,10/11/2013,Fiorentina,Sampdoria,2,1,H,2,0,H,14,13,5,3,7,15,9,1,0,4,0,0
2397,10/11/2013,Genoa,Verona,2,0,H,2,0,H,12,25,3,4,8,8,5,4,1,2,0,0
2398,10/11/2013,Juventus,Napoli,3,0,H,1,0,H,14,13,10,5,16,16,4,4,2,1,1,0
2399,10/11/2013,Parma,Lazio,1,1,D,0,0,D,10,13,4,4,7,12,4,10,2,2,1,0
2400,10/11/2013,Roma,Sassuolo,1,1,D,1,0,H,16,11,6,7,10,18,10,3,3,4,0,0
2401,23/11/13,Milan,Genoa,1,1,D,1,1,D,39,2,10,1,10,18,12,0,3,2,0,1
2402,23/11/13,Napoli,Parma,0,1,A,0,0,D,10,12,4,4,9,13,5,6,2,2,0,0
2403,23/11/13,Verona,Chievo,0,1,A,0,0,D,6,12,0,3,16,17,11,7,4,1,0,0
2404,24/11/13,Bologna,Inter,1,1,D,1,0,H,9,22,4,6,10,9,2,15,4,1,0,0
2405,24/11/13,Livorno,Juventus,0,2,A,0,0,D,9,21,1,6,14,19,3,11,4,1,0,0
2406,24/11/13,Sampdoria,Lazio,1,1,D,0,0,D,10,12,5,2,16,17,3,4,3,3,1,0
2407,24/11/13,Sassuolo,Atalanta,2,0,H,0,0,D,17,13,6,4,21,25,5,2,1,2,1,0
2408,24/11/13,Torino,Catania,4,1,H,2,0,H,22,15,7,5,10,21,7,6,3,5,0,0
2409,24/11/13,Udinese,Fiorentina,1,0,H,1,0,H,22,15,11,5,22,8,6,6,2,2,0,0
2410,25/11/13,Roma,Cagliari,0,0,D,0,0,D,19,8,5,2,9,11,19,7,2,4,0,0
2411,30/11/13,Genoa,Torino,1,1,D,0,1,A,16,21,7,10,15,15,5,9,3,2,0,0
2412,30/11/13,Parma,Bologna,1,1,D,1,1,D,18,7,8,4,17,14,11,2,6,2,0,1
2413,1/12/2013,Atalanta,Roma,1,1,D,0,0,D,7,17,3,7,10,21,2,7,3,2,0,0
2414,1/12/2013,Cagliari,Sassuolo,2,2,D,0,2,A,16,12,7,4,12,15,6,2,2,1,0,0
2415,1/12/2013,Catania,Milan,1,3,A,1,1,D,12,13,3,7,18,15,2,5,3,3,1,0
2416,1/12/2013,Chievo,Livorno,3,0,H,1,0,H,19,14,6,4,21,4,11,6,4,2,0,0
2417,1/12/2013,Inter,Sampdoria,1,1,D,1,0,H,11,14,2,5,17,17,4,5,3,3,0,0
2418,1/12/2013,Juventus,Udinese,1,0,H,0,0,D,27,9,5,4,10,9,12,4,2,1,0,0
